0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03553975470294082,0.04135309701425807,0.9985123170011395,No
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017906306662821437,0.028423604177940924,0.9994355721642255,No
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030044875245430473,0.03510341399128864,0.9989319575414748,No
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035471378069991344,0.035471378069991344,0.9987409887831937,No
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.019542808632176507,0.023978370161469458,0.9995214436895117,No
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011163498958443537,0.030572501001124762,0.9994702088974644,No
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.024499329801290045,0.025594807251925623,0.9993721472409687,No
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028384002928535473,0.0318469686748596,0.9990896451089739,No
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.016274364490693343,0.04638714722866951,0.9987909579248352,No
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.025961512910658322,0.03356615590552333,0.9990992508380314,No
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.026746799496016955,0.026746799496016955,0.9992843526411487,No
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0168380935443884,0.04899283242116185,0.9986571889177699,Yes
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.023009269691147468,0.03717087589735376,0.9990439927717415,No
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.021210024585843743,0.03564673473932573,0.9991393522224475,No
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.033434136125827824,0.033434136125827824,0.9988815330573687,No
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.034776470939056434,0.034776470939056434,0.9987898648554909,No
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.020408690858205916,0.026208853757909024,0.9994481383854545,Yes
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.016218937171823045,0.024469988363845667,0.9995689899884298,No
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.012275653508181762,0.03460002302068095,0.9993258461272355,No
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022393376455507825,0.03796860146337483,0.9990279885938318,No
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.016558605820254244,0.03214246760666302,0.9993461233974164,No
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012170224080333978,0.02586832098094889,0.9995912742793731,No
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017910099176830882,0.03651051966999994,0.9991727629899159,No
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.022682238978583975,0.03070237280591649,0.9992711745762533,Yes
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013786917502371966,0.03227910960974632,0.9993838001431605,No
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02031708924553806,0.03080795511684954,0.9993188108837474,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.019501749753587427,0.04019838683521311,0.9990013871123479,No
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.007183905204008958,0.0321510151703723,0.9994572045513176,No
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02416515333871732,0.02416515333871732,0.99941587476297,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.034329762245741635,0.05785093195076133,0.9977348029895415,No
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.019845168603221414,0.04221439470972936,0.9989114646265709,No
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03306444906727393,0.0371954731608466,0.9987608517479138,No
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02220649950061151,0.027048587827498027,0.9993874350203066,No
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.021885631593016364,0.031161271718159682,0.9992747341320514,No
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021146052554052733,0.039993011452745225,0.9989761776420506,No
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02027317385494069,0.02677240824266035,0.9994359592183663,No
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013176044816966657,0.039116737667193424,0.9991477731933637,No
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01613859205744118,0.037654091827489085,0.9991605052317925,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024287021767525164,0.037415851908227535,0.9990046018911252,No
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.019325445258750722,0.027809222193554698,0.9994264226677922,No
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024619714901009893,0.0300919214601475,0.9992438870971538,Yes
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.018265594266658462,0.033224164161156984,0.9992810030126051,No
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01685787795204426,0.0398019749456693,0.9990653706046358,Yes
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.032598392206593385,0.03689097919860219,0.9987874651192382,No
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03146892350521781,0.036892531773460226,0.9988236320556133,No
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02291179583121797,0.024822447300813906,0.9994292850030896,No
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022621944930376572,0.040609012091127425,0.99891899358484,No
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.013942068738745693,0.02719608217635268,0.9995328868194089,No
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02756092989237617,0.030439724405787478,0.9991565534597505,No
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.012813603664311262,0.03902368217483613,0.9991561258335212,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018647458331882718,0.03793533904453867,0.9991061917280547,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03140369104580886,0.0353263363448736,0.9988823044529062,No
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017926585880987826,0.032192609958608225,0.9993209061070945,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.021836772323916426,0.04350314390188843,0.9988146133518097,No
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012046593697595294,0.02739749734181082,0.999552028020398,No
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01699586838050882,0.03368823303533613,0.9992878681405821,No
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022013037166428644,0.03271821267937449,0.9992221698670304,No
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.015959906430440318,0.024788371963771982,0.9995653145253277,No
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01399695302842931,0.036130312930093375,0.9992490609420124,No
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.031146731529663928,0.03890132121778163,0.9987575122733896,No
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02201118706058537,0.029165510281938475,0.9993322173602621,No
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.016468072220084624,0.03936751025670341,0.9990890859845994,No
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0200839064177655,0.02801648037380493,0.9994056801571956,No
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013707302488903129,0.029547953451015473,0.9994693733703572,No
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01597168204011412,0.03965533205033686,0.9990857620909164,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.025414872685886342,0.03737797385732758,0.9989779633789131,No
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020905822617143813,0.038860479465637116,0.999025930452459,No
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0175718935594268,0.027398282865586893,0.9994701409510708,No
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0072176845256337815,0.028960818627523824,0.9995544887671267,No
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015843325853951665,0.025769796885433523,0.999542348574771,No
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0026499047586138963,0.02812729627750065,0.9996008369388693,No
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01555352379688553,0.028598833873595852,0.9994699568264022,No
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02943593537525105,0.038178427564901044,0.9988372907422187,No
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00576650519271492,0.02914137591082203,0.9995586664262817,Yes
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020487219762597784,0.02301902056033303,0.999525086487999,No
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.020041594045660194,0.025491729012123637,0.9994741148524465,No
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016706125303154577,0.027867743430010774,0.9994720077388232,No
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0353909335657555,0.0389804855999778,0.9986130399527808,No
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02183625644374354,0.03310284537354242,0.9992133803811368,No
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.019748145660154665,0.03582198558771412,0.9991630478012778,No
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0214779301902458,0.03734436104428837,0.9990716176595834,No
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028220110971550375,0.028220110971550375,0.9992033079776642,No
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020246599719938422,0.025662574146564202,0.9994656109581522,No
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.016801827382110817,0.02409494301656136,0.9995684730510714,No
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028961346920226602,0.028961346920226602,0.9991608883303693,No
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.019064874204490573,0.03859992336520886,0.999072858448155,No
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02033177238465716,0.027232721879453775,0.9994223320952633,No
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02390228171778371,0.02845273915339834,0.9993093227641541,No
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02253813928683948,0.0324510028887322,0.9992191775026151,No
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.029686709195628797,0.03554550442307921,0.9989270325766757,No
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01978822222895022,0.040544988959351436,0.998981746645705,No
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.023667862361162827,0.04823432600306448,0.9985555978944203,No
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02924013641902375,0.02924013641902375,0.9991446486091959,Yes
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010065398747304635,0.027249076356106145,0.9995779987503711,No
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022740583730078354,0.0412581293617753,0.9988896999234611,No
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01510968969221918,0.02481745807911378,0.9995778064022312,No
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.032865484899321416,0.03304234080345776,0.9989134415035973,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011467574761416896,0.04169882390845308,0.9990644137460523,No
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.010041493778901086,0.03873544069668987,0.9991990462549099,No
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.01838771243514371,0.02604619623450463,0.9994916146187101,No
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.024766127868407997,0.032922150759797604,0.9991510250706621,No
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028793909424351855,0.03103395529926474,0.9991035003434557,No
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01685934886627496,0.044790347617891156,0.9988541370570949,No
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01784545391605834,0.042485735432207045,0.9989376867749631,No
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018591134486797837,0.03970448577684464,0.9990384995222608,No
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.015277544324780123,0.034478705072606884,0.9992886547619365,No
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02665200648899054,0.03599553979606238,0.9989964923186172,No
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012188958994440922,0.043389740836252765,0.9989838635677729,No
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.01792021097416869,0.035220353187379934,0.9992188913146095,No
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022276550848888212,0.029174628358192754,0.9993260710811253,No
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.01962318822437052,0.03020425983717181,0.9993511060541233,No
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03800772364108191,0.05584796129505237,0.9977155998393579,No
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017703585815251867,0.027669583743798583,0.9994603429775125,No
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.033472034942134854,0.03428321775702673,0.9988514823821693,No
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0021543232936881438,0.02798548050447745,0.9996060082712988,No
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009154143191950468,0.025736185490506693,0.9996268555910347,No
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018032084104781933,0.025909747539056945,0.9995016402814457,Yes
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.021652114472251793,0.02513109926491214,0.9994496554547496,No
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.015141306626972046,0.03215198940833505,0.9993682956801834,No
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013228036226891806,0.03530017207046295,0.9992892058405193,No
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.021500454399230533,0.0419518285891656,0.9988882692967477,No
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01948069866709394,0.024876398710206266,0.999500708937544,No
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02540491905484836,0.03974940097006297,0.9988866678509317,No
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016509391438127047,0.026740407580247132,0.9995060733166082,No
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.010258379501238325,0.0323911480101358,0.9994226229081439,No
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010330048046462604,0.0284958149343504,0.9995405337646819,No
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.015003067705446677,0.038861942462080974,0.9991319519400326,No
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01770400971315225,0.04170388398362403,0.9989731498397527,No
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.026008219016233264,0.0357721284915079,0.9990214849375316,No
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.01410724790667637,0.02609179273753116,0.9995600051563894,No
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02213908430891431,0.04054545033114665,0.9989323938102155,No
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.032605931832084295,0.04240353654984791,0.998568371869161,No
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02249595900359091,0.02806771890054805,0.9993528580957922,No
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.025968112034299676,0.027232156145211295,0.999291782628606,No
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017032169285305383,0.017032169285305383,0.9997098631197321,No
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02352447458218053,0.03495547424145013,0.9991119626529289,No
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.014288623877537843,0.030263936518142506,0.9994398077793941,No
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05054907547763644,0.05064508520417602,0.9974366477691793,No
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.015105240049610558,0.03675263527397245,0.9992102258901586,No
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018365227771742054,0.02533125040168466,0.9995104032284903,No
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01815174966819995,0.029118008378077764,0.9994111544164781,No
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.022932673282628643,0.035531504644374705,0.9991054021842836,No
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013951606118763756,0.03547098067790233,0.99927331707419,No
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010740781744568387,0.03685769489588415,0.99926280123623,No
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.027972616145916503,0.027972616145916503,0.9992172263786822,No
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02551257056425203,0.03206096536412888,0.9991602490307169,No
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017370551385567316,0.043849495945779284,0.9988871235779659,No
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03520125068354238,0.07319891716482863,0.9966959368213612,No
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.021050701497935764,0.03375236872092557,0.9992085095575255,No
